System_name,Account_ID,Employee_NO,Lenel_ID,Email_Address,AD_Account,Creation_Date,Last_Signon,Last_Password_Change,Status,Role_Code,CCM Access,Staff Access
S4423552,PBCLNTMNT,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,PBCMNTSER,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,PBCOMP,9999999, , , ,2019-04-10, ,2019-06-10,INACTIVE, ,E,E
S4423552,PBCOMPCON,9999999, , , ,2019-04-10,2020-02-25,2020-02-26,INACTIVE, ,E,E
S4423552,PBCSC,9999999, , , ,2019-04-10,2019-08-26,2019-08-27,INACTIVE, , , 
S4423552,PBCSCAHTL,9999999, , , ,2019-04-10, ,2019-06-10,INACTIVE, , , 
S4423552,PBCSCCON,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,PBCSCTL,9999999, , , ,2019-04-10, ,2019-06-10,INACTIVE, , , 
S4423552,PBDBTORDER,9999999, , , ,2019-05-17,2020-03-09,2020-03-10,INACTIVE, , , 
S4423552,PBEQNTEST,9999999, , , ,2019-04-10, ,2019-06-10,INACTIVE, ,E, 
S4423552,PBERM,9999999, , , ,2019-04-10,2019-09-09,2019-09-09,INACTIVE, ,E,E
S4423552,PBFINACC,9999999, , , ,2019-04-10,2020-04-08,2020-04-09,INACTIVE, , , 
S4423552,PBFINADMIN,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,PBFINADOM,9999999, , , ,2019-06-05,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,PBINFDOC,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,PBINFOMAIN,9999999, , , ,2019-04-10,2020-04-14,2020-04-15,INACTIVE, , , 
S4423552,PBINVMCON,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,PBITDA,9999999, , , ,2019-04-10, ,2019-06-10,INACTIVE, , , 
S4423552,PBITEQTECH,9999999, , , ,2020-03-23,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,PBITPROD,9999999, , , ,2019-11-28,2020-04-16,2020-04-16,ACTIVE, , , 
S4423552,PBITSUP,9999999, , , ,2013-09-03,2020-04-15,2020-04-06,INACTIVE, , , 
S4423552,PBITUAT,9999999, , , ,2020-01-15,2020-04-16,2020-04-14,ACTIVE, , , 
S4423552,PBLEGAR,9999999, , , ,2019-04-10, ,2019-06-04,INACTIVE, , , 
S4423552,PBOPSCOMPL,9999999, , , ,2020-04-02, ,2020-04-02,INACTIVE, , , 
S4423552,PBPAYMENTS,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,PBQA,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,PBQDISPUTE,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,PBREGOPS,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, ,E,E
S4423552,PBREID,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, ,E,E
S4423552,PBR4,0023786, , , ,2019-01-15,2020-04-15,2020-04-15,ACTIVE,PBREID, , 
S4423552,PBR5,0023787, , , ,2019-01-15,2020-04-14,2020-04-14,ACTIVE,PBREID, , 
S4423552,PBR7,0026301, , , ,2019-01-15,2019-12-10,2020-01-10,INACTIVE,PBREID, , 
S4423552,PBR9,0027508, , , ,2019-01-15,2020-04-15,2020-04-15,ACTIVE,PBREID, , 
S4423552,PBSALESADM,9999999, , , ,2019-12-06,2020-02-26,2020-03-05,INACTIVE, , , 
S4423552,PBS1,0024289, , , ,2019-01-15,2020-04-15,2020-04-15,ACTIVE,PBREID,E,E
S4423552,PBTRANSMON,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,PBU4,0029299, , , ,2019-04-01,2020-04-14,2020-04-14,ACTIVE,PBREID, , 
S4423552,PBW2,0031346, , , ,2019-06-06,2020-04-15,2020-04-15,ACTIVE,PBREGOPS, , 
S4423552,PB07,0004078, , , ,2019-10-31,2020-03-26,2020-03-26,ACTIVE,PBCCMEC, , 
S4423552,PC13,0001853, , , ,2008-04-25,2020-04-15,2020-04-15,ACTIVE,PBCMNTSER,E, 
S4423552,PC18,0016137, , , ,2012-10-30,2020-01-14,2020-02-14,INACTIVE,PBBTT,E, 
S4423552,PC22,0019208, , , ,2016-05-13,2020-04-15,2020-04-15,ACTIVE,PBBTT, , 
S4423552,PC33,0016616, , , ,2016-07-27,2020-03-26,2020-03-26,ACTIVE,PBCMNTSER,E, 
S4423552,PC35,0027855, , , ,2019-01-09,2020-04-15,2020-04-15,ACTIVE,PBCLNTMNT, , 
S4423552,PE02,0013084, , , ,2007-08-01,2020-04-15,2020-04-15,ACTIVE,PBCCMIC,E, 
S4423552,PE14,0011000, , , ,2009-10-01,2020-04-14,2020-04-14,ACTIVE,PBBTT, , 
S4423552,PF09,0004679, , , ,2013-05-07,2020-03-25,2020-03-25,ACTIVE,PBFINADMIN,P,P
S4423552,PF13,0016235, , , ,2018-08-21,2020-04-15,2020-04-15,ACTIVE,ICIBFCBKN, , 
S4423552,PF14,0002650, , , ,1999-01-14,2020-04-15,2020-04-15,ACTIVE,ICIBFCBKN, , 
S4423552,PF15,0018442, , , ,2013-07-01,2020-04-08,2020-04-08,ACTIVE,PBFINACC, ,E
S4423552,PF16,0003849, , , ,2019-04-25,2020-04-15,2020-04-15,ACTIVE,PBFINACC, , 
S4423552,PF40,0020834, , , ,2016-04-11,2020-04-15,2020-04-15,ACTIVE,PBFINADMIN,P,P
S4423552,PF41,0021102, , , ,2016-07-14,2020-04-15,2020-04-15,ACTIVE,PBFINADMIN,P, 
S4423552,PF42,0020703, , , ,2016-09-22,2020-04-15,2020-04-15,ACTIVE,ICIBFCBKN, , 
S4423552,PF52,0022498, , , ,2017-09-11,2020-04-07,2020-04-07,ACTIVE,ICIBFCENQ, , 
S4423552,PHLOPE,9999999, , , ,2013-04-23,2020-03-13,2020-04-16,INACTIVE, , , 
S4423552,PJ99,0012345, , , ,2019-08-29,2019-08-29,2019-08-29,INACTIVE,PBACC, , 
S4423552,PROUSSEAU,9999999, , , ,2017-12-05,2020-04-15,2020-04-15,ACTIVE, , , 
S4423552,PROUSSEAU2,9999999, , , ,2018-06-26,2020-04-05,2020-04-05,ACTIVE, , , 
S4423552,PS02,0011319, , , ,2011-02-15,2020-04-06,2020-04-06,ACTIVE,ICIBFCENQ, , 
S4423552,PS03,0018439, , , ,2013-07-01,2020-04-14,2020-04-14,ACTIVE,ICIBFCENQ, , 
S4423552,PT03,0001849, , , ,2007-06-04,2020-04-15,2020-04-15,ACTIVE,PBBTT, , 
S4423552,PT08,0016316, , , ,2012-05-21,2020-04-14,2020-04-14,ACTIVE,PBCCMIC,E,E
S4423552,PT23,0011927, , , ,2009-09-09,2020-04-15,2020-04-15,ACTIVE,PBBTT, , 
S4423552,PT40,0021735, , , ,2016-12-12,2020-01-02,2020-01-02,INACTIVE,PBBTT, , 
S4423552,PT41,0023796, , , ,2018-07-03,2019-10-10,2019-11-10,INACTIVE,PBCCMIC, , 
S4423552,QAFDFTUSR,9999999, , , ,2001-11-25, ,2017-11-19,INACTIVE, , , 
S4423552,QAFOWN,9999999, , , ,2001-11-25, ,2020-04-12,INACTIVE, , , 
S4423552,QAFUSR,9999999, , , ,2001-11-25, ,2017-11-19,INACTIVE, , , 
S4423552,QANZAGENT,9999999, , , ,2017-05-21, ,2017-11-19,ACTIVE, , , 
S4423552,QAUTPROF,9999999, , , ,2017-05-21, ,2020-04-15,ACTIVE, , , 
S4423552,QBRMS,9999999, , , ,2017-05-21,2020-04-16,2020-04-16,ACTIVE, , , 
S4423552,QCLUMGT,9999999, , , ,2017-05-21, ,2017-11-19,INACTIVE, , , 
S4423552,QCLUSTER,9999999, , , ,2017-05-21, ,2018-12-09,ACTIVE, , , 
S4423552,QCOLSRV,9999999, , , ,2017-05-21, ,2020-04-16,ACTIVE, , , 
S4423552,QDBSHR,9999999, , , ,2017-05-21, ,2020-04-16,ACTIVE, , , 
S4423552,QDBSHRDO,9999999, , , ,2017-05-21, ,2020-04-16,ACTIVE, , , 
S4423552,QDFTOWN,9999999, , , ,2017-05-21, ,2020-04-15,ACTIVE, , , 
S4423552,QDIRSRV,9999999, , , ,2017-05-21,2020-04-12,2020-04-16,ACTIVE, , , 
S4423552,QDLFM,9999999, , , ,2017-05-21, ,2017-11-19,ACTIVE, , , 
S4423552,QDOC,9999999, , , ,2017-05-21, ,2020-04-16,ACTIVE, , , 
S4423552,QDSNX,9999999, , , ,2017-05-21, ,2019-09-18,ACTIVE, , , 
S4423552,QEJB,9999999, , , ,2017-05-21, ,2017-11-19,ACTIVE, , , 
S4423552,QEJBSVR,9999999, , , ,2017-05-21, ,2019-10-20,ACTIVE, , , 
S4423552,QFNC,9999999, , , ,2017-05-21, ,2019-09-18,ACTIVE, , , 
S4423552,QFTE,9999999, , , ,2012-10-29,2017-11-19,2020-04-16,INACTIVE, , , 
S4423552,QGATE,9999999, , , ,2017-05-21, ,2017-11-19,ACTIVE, , , 
S4423552,QIBMHELP,9999999, , , ,2017-05-21, ,2017-11-19,ACTIVE, , , 
S4423552,QIDOCTOR,9999999, , , ,2011-11-23, ,2018-12-09,INACTIVE, , , 
S4423552,QIPP,9999999, , , ,2017-05-21, ,2017-11-19,ACTIVE, , , 
S4423552,QLPAUTO,9999999, , , ,2017-05-21,2017-11-19,2017-11-19,ACTIVE, , , 
S4423552,QLPINSTALL,9999999, , , ,2017-05-21,2017-11-19,2020-04-14,ACTIVE, , , 
S4423552,QLWISVR,9999999, , , ,2017-05-21,2020-04-12,2020-04-12,ACTIVE, , , 
S4423552,QMFT,9999999, , , ,2017-11-19,2020-04-15,2020-04-16,ACTIVE, , , 
S4423552,QMGTC,9999999, , , ,2017-05-21, ,2017-11-19,ACTIVE, , , 
S4423552,QMQM,9999999, , , ,1997-03-10,2020-04-16,2020-04-16,ACTIVE, , , 
S4423552,QMQMADM,9999999, , , ,2005-08-26,2020-04-16,2020-04-16,ACTIVE, , , 
S4423552,QMQMMQI,9999999, , , ,2017-08-11,2020-04-15,2019-09-17,INACTIVE, , , 
S4423552,QMSF,9999999, , , ,2017-05-21,2020-04-12,2020-04-16,ACTIVE, , , 
S4423552,QNETSPLF,9999999, , , ,2017-05-21, ,2017-11-19,ACTIVE, , , 
S4423552,QNFSANON,9999999, , , ,2017-05-21, ,2017-11-19,ACTIVE, , , 
S4423552,QNTP,9999999, , , ,2017-05-21,2020-04-12,2020-04-15,ACTIVE, , , 
S4423552,QOTHPRDOWN,9999999, , , ,1990-04-23, ,2019-12-09,INACTIVE, , , 
S4423552,QPEX,9999999, , , ,2017-05-21, ,2019-10-20,ACTIVE, , , 
S4423552,QPGMR,9999999, , , ,2017-05-21,2020-04-15,2020-04-16,ACTIVE, , , 
S4423552,QPM400,9999999, , , ,2017-05-21,2020-04-12,2019-09-18,ACTIVE, , , 
S4423552,QRJE,9999999, , , ,2017-05-21, ,2019-12-05,INACTIVE, , , 
S4423552,QRMTCAL,9999999, , , ,1996-06-15, ,2017-11-19,INACTIVE, , , 
S4423552,QSEC,9999999, , , ,1991-03-18, ,2017-11-19,INACTIVE, , , 
S4423552,QSECOFR,9999999, , , ,2017-05-21,2020-04-16,2020-04-16,ACTIVE, , , 
S4423552,QSERV,9999999, , , ,1996-11-07, ,2017-11-19,INACTIVE, , , 
S4423552,QSNADS,9999999, , , ,2017-05-21, ,2020-04-16,ACTIVE, , , 
S4423552,QSPL,9999999, , , ,2017-05-21, ,2020-04-15,ACTIVE, , , 
S4423552,QSPLJOB,9999999, , , ,2017-05-21,2020-04-13,2020-04-16,ACTIVE, , , 
S4423552,QSRV,9999999, , , ,2017-05-21, ,2020-04-15,ACTIVE, , , 
S4423552,QSRVAGT,9999999, , , ,2017-05-21,2020-04-12,2020-04-12,ACTIVE, , , 
S4423552,QSRVBAS,9999999, , , ,2017-05-21, ,2020-04-15,ACTIVE, , , 
S4423552,QSVCDRCTR,9999999, , , ,2001-11-28, ,2017-11-19,INACTIVE, , , 
S4423552,QSYS,9999999, , , ,2017-05-21,2020-04-16,2020-04-16,ACTIVE, , , 
S4423552,QSYSOPR,9999999, , , ,2017-05-21,2020-04-12,2020-04-16,INACTIVE, , , 
S4423552,QTCM,9999999, , , ,2017-05-21, ,2017-11-19,INACTIVE, , , 
S4423552,QTCP,9999999, , , ,2017-05-21,2020-04-16,2020-04-16,ACTIVE, , , 
S4423552,QTFTP,9999999, , , ,2017-05-21,2019-05-05,2019-05-05,ACTIVE, , , 
S4423552,QTMHHTP1,9999999, , , ,2017-05-21, ,2019-05-05,ACTIVE, , , 
S4423552,QTMHHTTP,9999999, , , ,2017-05-21,2020-04-16,2020-04-16,ACTIVE, , , 
S4423552,QTMPLPD,9999999, , , ,1995-05-22,2020-04-16,2017-11-19,ACTIVE, , , 
S4423552,QTSTRQS,9999999, , , ,2017-05-21, ,2017-11-19,ACTIVE, , , 
S4423552,QUMB,9999999, , , ,1996-06-15, ,2017-11-19,INACTIVE, , , 
S4423552,QUSER,9999999, , , ,2017-05-21,2020-04-16,2020-04-16,INACTIVE, ,E,E
S4423552,QWEBADMIN,9999999, , , ,2017-05-21,2020-04-12,2020-04-16,INACTIVE, , , 
S4423552,QWSERVICE,9999999, , , ,2017-05-21, ,2017-11-19,ACTIVE, , , 
S4423552,QYCMCIMOM,9999999, , , ,2017-05-21, ,2017-11-19,ACTIVE, , , 
S4423552,QYPSJSVR,9999999, , , ,2017-05-21,2020-04-12,2020-04-12,ACTIVE, , , 
S4423552,RB12,0010865, , , ,2013-04-18,2020-04-15,2020-04-15,ACTIVE,PBAUTH,P, 
S4423552,RB15,0019264, , , ,2014-06-09,2020-04-15,2020-04-15,ACTIVE,PBPAYMENTS,P,P
S4423552,RB25,0020318, , , ,2015-09-08,2020-04-15,2020-04-15,ACTIVE,PBPAYMENTS,P,P
S4423552,RB33,0020983, , , ,2016-06-02,2020-04-15,2020-04-15,ACTIVE,PBPAYMENTS,P,P
S4423552,RB40,0022945, , , ,2017-09-13,2020-04-07,2020-04-07,ACTIVE,PBQA,E, 
S4423552,RB42,0019600, , , ,2019-02-18,2019-12-13,2020-01-13,INACTIVE,PBQA,E, 
S4423552,RB43,0013788, , , ,2019-06-05,2019-10-09,2019-11-09,INACTIVE,PBQA, , 
S4423552,RECON,9999999, , , ,2014-07-31,2020-04-16,2020-04-15,ACTIVE, ,E,E
S4423552,RE03,0022831, , , ,2019-04-15,2019-11-04,2019-12-05,INACTIVE,EQNINVBUS, , 
S4423552,RE05,0003022, , , ,2014-06-10,2020-03-25,2020-03-25,ACTIVE,EQNINVBUS,E,E
S4423552,RISK01,9999999, , , ,2004-04-01,2020-04-15,2020-04-08,ACTIVE, , , 
S4423552,SBRECONS,9999999, , , ,2019-04-10,2020-04-03,2020-04-03,INACTIVE, , , 
S4423552,SD12,0043074, , , ,2013-09-03,2020-04-09,2020-04-10,ACTIVE, , , 
S4423552,SD20,0018764, , , ,2014-01-03,2019-09-17,2020-02-10,INACTIVE, , , 
S4423552,SD24,0018704, , , ,2014-04-30,2020-04-15,2020-04-16,ACTIVE, , , 
S4423552,SD25,0018759, , , ,2014-07-15,2020-02-12,2020-04-10,INACTIVE, , , 
S4423552,SD26,9999999, , , ,2014-09-02,2020-03-24,2020-03-25,ACTIVE, , , 
S4423552,SD30,9999999, , , ,2019-02-11,2020-04-15,2020-04-16,ACTIVE, , , 
S4423552,SD34,9999999, , , ,2016-07-14,2020-04-09,2020-04-10,ACTIVE, , , 
S4423552,SD36,9999999, , , ,2017-05-19,2020-04-15,2020-04-16,ACTIVE, , , 
S4423552,SD37,9999999, , , ,2017-05-19,2020-04-15,2020-04-10,ACTIVE, , , 
S4423552,SD38,9999999, , , ,2017-05-19,2020-04-15,2020-04-16,ACTIVE, , , 
S4423552,SD41,9999999, , , ,2017-06-14,2020-04-15,2020-04-16,ACTIVE, , , 
S4423552,SD43,9999999, , , ,2018-06-26,2020-04-07,2020-04-15,ACTIVE, , , 
S4423552,SD44,9999999, , , ,2019-02-25,2020-04-15,2020-04-16,ACTIVE, , , 
S4423552,SECLEGAL,9999999, , , ,1991-07-03, ,2019-09-09,INACTIVE, , , 
S4423552,SECURITIES,9999999, , , ,1998-11-04,2020-03-20,2019-09-09,INACTIVE, , , 
S4423552,SF4USRP,9999999, , , ,1998-09-21, ,2017-11-19,INACTIVE, , , 
S4423552,SSSCHEQN,9999999, , , ,2019-04-10,2020-04-01,2020-04-02,INACTIVE, , , 
S4423552,TCMCE,9999999, , , ,2001-12-11, ,2020-04-16,INACTIVE, , , 
S4423552,TCMECS,9999999, , , ,2001-12-11, ,2020-04-16,INACTIVE, , , 
S4423552,TDCOLBADMI,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TEQNGRPFIN,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TEQNHRENQ,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TEQNINVBUS,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TEQNPROPGR,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TF09,0016377, , , ,2011-05-23,2019-09-25,2019-10-26,INACTIVE,ICIBEX, , 
S4423552,TF11,0017168, , , ,2011-03-02,2020-04-15,2020-04-15,ACTIVE,ICIBIO,E,E
S4423552,TF12,0009178, , , ,1997-02-10,2020-04-15,2020-04-15,ACTIVE,ICIBTS,E, 
S4423552,TF14,0017196, , , ,2011-03-15,2020-04-15,2020-04-15,ACTIVE,ICIBIO,E, 
S4423552,TF44,0018021, , , ,2015-08-24,2020-04-09,2020-04-09,ACTIVE,ICIBTS, , 
S4423552,TGRCSC,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TGRFINADMI,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBBSF,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBCC,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBCL,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBCO,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBCOTM,9999999, , , ,2019-09-06, ,2019-11-20,INACTIVE, , , 
S4423552,TICIBCR,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBDS,9999999, , , ,2019-05-21, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBDSS,9999999, , , ,2019-05-21, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBEX,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBFCBKN,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBFCENQ,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBFCICI,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBFCSPR,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBFXI,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBFXOP,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBIO,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBOPSME,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBPSUP,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBRECON,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBROBOT,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBSF,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBSFCO,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBSMART,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBSR,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBTBSUP,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBTECH,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBTS,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBZL,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBZM,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBZMJP,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICIBZMTL,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TICICCMBO,9999999, , , ,2019-10-04, ,2019-10-04,INACTIVE, , , 
S4423552,TICIENQ,9999999, , , ,2019-09-06, ,2019-09-09,INACTIVE, , , 
S4423552,TICIPRICE,9999999, , , ,2019-05-29, ,2019-09-09,INACTIVE, , , 
S4423552,TOMSGRCV,9999999, , , ,2006-11-13, ,2020-01-23,INACTIVE, , , 
S4423552,TPBACC,9999999, , , ,2019-05-30, ,2019-09-09,INACTIVE, , , 
S4423552,TPBAPPS,9999999, , , ,2019-05-30, ,2019-09-09,INACTIVE, , , 
S4423552,TPBAUTH,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TPBBTT,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TPBCCMBO,9999999, , , ,2019-05-28, ,2019-09-09,INACTIVE, , , 
S4423552,TPBCCMEC,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TPBCCMIC,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TPBCIMAACT,9999999, , , ,2019-05-30, ,2019-09-09,INACTIVE, , , 
S4423552,TPBCLIEXIS,9999999, , , ,2019-05-16, ,2019-09-09,INACTIVE, , , 
S4423552,TPBCLNTMNT,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TPBCMNTSER,9999999, , , ,2019-05-30, ,2019-09-09,INACTIVE, , , 
S4423552,TPBCOMP,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TPBCOMPCON,9999999, , , ,2019-05-30, ,2019-09-09,INACTIVE, , , 
S4423552,TPBCSC,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TPBCSCAHTL,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TPBCSCCON,9999999, , , ,2019-06-04, ,2019-09-09,INACTIVE, , , 
S4423552,TPBCSCTL,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TPBEQNTEST,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TPBERM,9999999, , , ,2019-06-04, ,2019-09-09,INACTIVE, , , 
S4423552,TPBFINACC,9999999, , , ,2019-06-04, ,2019-09-09,INACTIVE, , , 
S4423552,TPBFINADMI,9999999, , , ,2019-05-28, ,2019-09-09,INACTIVE, , , 
S4423552,TPBINFDOC,9999999, , , ,2019-05-17, ,2019-09-09,INACTIVE, , , 
S4423552,TPBINFOMAI,9999999, , , ,2019-06-04, ,2019-09-09,INACTIVE, , , 
S4423552,TPBINVMCON,9999999, , , ,2019-06-04, ,2019-09-09,INACTIVE, , , 
S4423552,TPBITDA,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TPBITSUP,9999999, , , ,2019-06-26, ,2019-09-09,INACTIVE, , , 
S4423552,TPBLEGAR,9999999, , , ,2019-06-04, ,2019-09-09,INACTIVE, , , 
S4423552,TPBOPSCOMP,9999999, , , ,2020-04-02, ,2020-04-02,INACTIVE, , , 
S4423552,TPBPAYMENT,9999999, , , ,2019-05-28, ,2019-09-09,INACTIVE, , , 
S4423552,TPBQA,9999999, , , ,2019-05-17, ,2019-09-09,INACTIVE, , , 
S4423552,TPBQDISPUT,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TPBREGOPS,9999999, , , ,2019-06-04, ,2019-09-09,INACTIVE, , , 
S4423552,TPBREID,9999999, , , ,2019-05-28, ,2019-09-09,INACTIVE, , , 
S4423552,TPBTRANSMO,9999999, , , ,2019-06-04, ,2019-09-09,INACTIVE, , , 
S4423552,TRADE,9999999, , , ,1989-04-24,2019-06-10,2020-03-24,INACTIVE, , , 
S4423552,TRA1,0019397, , , ,2017-07-07,2019-12-17,2020-01-30,INACTIVE,PBCLIEXIST, , 
S4423552,TRA2,0019662, , , ,2018-07-17,2020-04-15,2020-04-15,ACTIVE,ICIBFCBKN, , 
S4423552,TRA3,0024350, , , ,2019-01-14,2020-04-14,2020-04-14,ACTIVE,ICIBCO, , 
S4423552,TRA6,0020605, , , ,2018-01-30,2020-04-15,2020-04-15,ACTIVE,PBINFDOC,P,P
S4423552,TRA7,0019575, , , ,2019-02-26,2020-04-14,2020-04-14,ACTIVE,ICIBCM, , 
S4423552,TRA8,0021622, , , ,2018-01-10,2020-04-15,2020-04-15,ACTIVE,PBACLOSURE, ,P
S4423552,TRA9,0028801, , , ,2019-04-01,2020-01-30,2020-03-01,INACTIVE,ICIBFCBKN, , 
S4423552,TRB3,0022409, , , ,2018-07-09,2020-04-15,2020-04-15,ACTIVE,ICIBCM, , 
S4423552,TRB5,0011350, , , ,2010-05-13,2020-04-15,2020-04-15,ACTIVE,ICIBZL,P, 
S4423552,TRB6,0020904, , , ,2018-07-09,2020-04-14,2020-04-14,ACTIVE,ICIBCM, , 
S4423552,TRB7,0012866, , , ,2015-01-22,2020-04-15,2020-04-15,ACTIVE,ICIBCO, , 
S4423552,TRC1,0021941, , , ,2018-11-19,2020-04-15,2020-04-15,ACTIVE,ICIBIO,E, 
S4423552,TRD5,0024145, , , ,2018-08-03,2020-04-14,2020-04-14,ACTIVE,PBCCMBO,P, 
S4423552,TRD6,0023574, , , ,2018-04-13,2020-04-03,2020-04-03,ACTIVE,PBCLIEXIST, , 
S4423552,TREASURY,9999999, , , ,1991-07-03,2019-08-06,2020-02-26,INACTIVE, , , 
S4423552,TRE1,0016456, , , ,2010-05-13,2020-04-15,2020-04-15,ACTIVE,ICIBDS,E, 
S4423552,TRE2,0016522, , , ,2010-03-23,2020-04-14,2020-04-14,ACTIVE,ICIBTS,E, 
S4423552,TRE5,0011922, , , ,2013-07-29,2020-04-15,2020-04-15,ACTIVE,ICIBFCBKN,P,P
S4423552,TRE9,0017038, , , ,2011-02-04,2020-04-15,2020-04-15,ACTIVE,ICIBZM,P,P
S4423552,TRG1,0015448, , , ,2013-10-02,2020-03-26,2020-03-26,ACTIVE,ICIBSFCO,P,P
S4423552,TRG6,0018719, , , ,2014-04-25,2020-04-15,2020-04-15,ACTIVE,PBCCMIC, , 
S4423552,TRH6,0016855, , , ,2014-08-05,2020-04-15,2020-04-15,ACTIVE,ICIBCM, , 
S4423552,TRM3,0015300, , , ,2016-01-19,2020-04-15,2020-04-15,ACTIVE,ICIBSFCO,E, 
S4423552,TRM4,0018210, , , ,2016-02-12,2020-04-09,2020-04-09,INACTIVE,ICIBIO,E, 
S4423552,TRM9,0020799, , , ,2016-04-04,2020-04-15,2020-04-15,ACTIVE,PBINFDOC,P,P
